1;1001;La ration est-elle bien équilibrée en énergie/azote ?;rapport énergie / azote déséquilibré;1;1
2;1001;La distribution de la ration est-elle bien répartie ?;mauvaise répartition de la ration dans la journée;1;1
3;1001;Les primipares sont-elles complémentées vis-à-vis des multipares ?;pas de complémentation des primipares / multipares;1;1
4;1001;Existe-t-il une ration spécifique de début de lactation ?;pas de ration spécifique de début de lactation;1;1
5;1001;Les bouses sont-elles hétérogènes;bouses hétérogènes;1;1
6;1001;Les vêlages sont-ils dispersés ?;vêlages dispersés;4;1
7;1001;L'accès à l'auge est-il compétitif entre les animaux ?;accès à l'auge compétitif;1;1
8;1001;Le bâtiment est-il équipé de cornadis ?;pas de cornadis;2;1
9;1001;Le nombre de cornadis est-il au minimum supérieur au nombre d'animaux présents ?;plus d'animaux que de places aux cornadis;2;1
10;1001;Y-a-t-il un mélange d'animaux sans corne et d'animaux cornus ?;mélanges d'animaux cornus et sans corne;4;1
11;1001;Y-a-t-il eu des recherches parasitismes récemment ?;par de recherche de parasites récente;8;1
12;1002;Le bâtiment est-il trop chargé ?;bâtiment trop chargé;2;1
13;1002;La quantité de paille est-elle suffisante ?;paillage insuffisant en quantité;2;1
14;1002;La fréquence de curage est-elle suffisante ?;curage pas assez fréquent;2;1
15;1002;Le bâtiment montre-t-il des signes d'une mauvaise ventilation ?;signes de mauvaise ventilation du bâtiment;2;1
16;1002;Le bâtiment présente-t-il des excès d'humidité importants (sol non stabilisé et non drainé);excès d'humidité important dans le bâtiment;2;1
17;1002;L'orientation du bâtiment est-elle correcte ?;mauvaise orientation du bâtiment;2;1
18;1002;Le bardage du bâtiment est-il suffisant ?;bardage insuffisant;2;1
19;1002;La ration est-elle trop riche en amidon (acidose) ?;ration trop riche en amidon;1;1
20;1002;La ration trop riche en azote soluble (ex : fourrages verts)?;ration trop riche en azote soluble;1;1
21;1002;Les animaux présentent-ils les symptômes de diarrhées? ;présence de diarrhées;5;1
22;1002;Les animaux sont-ils susceptibles d'être parasités (période de pâturage) ? (voir onglet parasitisme);animaux peut-être parasités;1;1
23;1003;Est-ce que la nourriture est accessible à tous les animaux en même temps de manière équitable ?;nourriture par forcément accessible à tous les animaux de manière équitable;2;1
24;1003;Le nombre de cornadis est-il suffisant ? +10%/Nb d'animaux présents ?;nombre de cornadis insuffisants ;2;1
25;1004;L'absence de cornadis entre-rail des conflits à l'auge ?;conflits à l'auge par absence de cornadis;2;1
26;1004;Le troupeau présente-t-il une coexistence de vaches avec ou sans corne ?;coexistence de vaches avec et sans cornes;2;1
27;1004;Le bâtiment est-il protégé des perturbations électromagnétiques ?;perturbations électromagnétiques possibles;2;1
28;1004;Le lieu de vie des animaux présente-t-il des objets coupants;présence d'objets coupants dans les lieux de vie des animaux;2;1
29;1004;La ration est-elle équilibrée ou présente-t-elle un excès d'énergie ?;excès d'énergie;1;1
30;1004;Certains animaux du troupeau sont-ils de souche d'animaux nerveux;"""quelques animaux issus de souches """"animaux nerveux""""""";7;1
31;1004;Les techniques d'élevage permettent-elles la mise en place d'une bonne relation homme/animal ?;relation homme / animal perturbée;4;1
32;1004;Les animaux sont-ils confrontés à des éléments perturbateurs : chiens, tiers,;présence d'éléments perturbateurs (chiens, );4;1
33;1005;La topographie du terrain est-elle accidentée ?;terrain accidenté;7;1
34;1005;Le lieu de vie des animaux présente-t-il des objets coupants;présence d'objets coupants dans les lieux de vie des animaux;2;1
35;1005;Les animaux sont-ils préparés à la mise à l'herbe ?;pas de préparation à la mise à l'herbe;4;1
36;1005;Y-a-t-il un mélange d'animaux de différents lots à la mise en pâtures provoquant des bagarres ?;bagarres à la mise à l'herbe;4;1
37;1005;Le nombre et les accès aux points d'eau sont-ils adaptés ?;nombre de points d'eau insuffisant, accès problématique;2;1
38;1005;Le troupeau présente-t-il une coexistence de vaches avec ou sans corne ?;coexistence de vaches avec et sans cornes;4;1
39;1005;Y-a-t-il des vaches vides et/ou un taureau dans les lots d'animaux ?;vaches vides avec taureau dans le lots;4;1
40;1005;Les animaux sont-ils confrontés à des éléments perturbateurs : chiens, tiers,;présence d'éléments perturbateurs (chiens, );4;1
41;1005;La race du troupeau est-elle adaptée aux déplacements et au territoire ?;race des animaux inadaptée par rapport aux déplacement;4;1
42;1006;Est-ce que la nourriture est accessible à tous les animaux en même temps de manière équitable ?;nourriture par forcément accessible à tous les animaux de manière équitable;1;1
43;1006;Le nombre de cornadis est-il suffisant ? +10%/Nb d'animaux présents ?;nombre de cornadis insuffisants ;2;1
44;1006;L'absence de cornadis entre-rail des conflits à l'auge ?;conflits à l'auge par absence de cornadis;2;1
45;1006;Le troupeau présente-t-il une coexistence de vaches avec ou sans corne ?;coexistence de vaches avec et sans cornes;4;1
46;1006;Le bâtiment est-il protégé des perturbations électromagnétiques ?;perturbations électromagnétiques possibles;2;1
47;1006;Les veaux ont-ils accès à une zone spécifique;pas de zone spécifique pour les veaux;2;1
48;1006;Le lieu de vie des animaux présente-t-il des objets coupants;présence d'objets coupants dans les lieux de vie des animaux;2;1
49;1006;Les sols bétonnés sont-ils glissants ?;sols bétonnés glissants;2;1
50;1006;Y-a-t-il un mélange d'animaux de différents lots à la mise en stabulation provoquant des bagarres ?;bagarres en période de stabulation;2;1
51;1007;La ration est-elle équilibrée et saine ?;ration déséquilibrée ou mal conservée (moisie);1;1
52;1007;La ration contient-elle des plantes toxiques dans les fourrages récoltés ou pâturés ? (ex : Datura);plantes toxiques dans les fourrages récoltés;1;1
53;1007;L'abreuvement est-il suffisant et accessible à tous les animaux ?;abreuvement non accessible à tous les animaux;1;1
54;1007;Les circuits électriques sont-ils en bon état ou source d'électrocution ?;circuits électriques en mauvais état;2;1
55;1007;Le bâtiment est-il doté d'un parafoudre et d'une prise de terre électrique performante ?;prise de terre non performante et absence de parafoudre;2;1
56;1007;Le bâtiment présente-t-il des courants d'air excessifs;présence de courants d'air dans le bâtiment;2;1
57;1007;Les animaux présentent-ils les symptômes de la grippe (diarrhée, toux, fièvre, etc.) ?;symptômes de grippe;5;1
58;1007;Le troupeau est-il touché par le vol par de la boucherie sauvage en pâture ?;vol d'animaux;7;1
59;1008;La ration présente-t-elle suffisamment de fibres ?;insuffisance de fibres dans la ration;1;1
60;1008;Y-a-t-il un risque d'entérotoxémie sur le lot avec des rations trop riches - La vaccination est-elle pratiquée ?;risques d'entérotoxémie (et pas de vaccination);1;1
61;1008;La mortalité fait-elle suite à une grippe non détectée ou mal soignée ?;grippe non détecté ou mal soignée avec mortalité;5;1
62;1009;Le renouvellement du troupeau est-il suffisant pour réformer les animaux à risque ?;réforme des animaux à risque insuffisante;4;1
63;1010;Le produits achetés sont-ils majoritairement à but curatif;forte consommation de médicaments curatifs;5;1
64;1011;Les apports sont-ils suffisants par rapport aux objectifs de croissance ?;apports insuffisants par rapport aux objectifs de croissance;1;1
65;1011;Le parasitisme est-il maîtrisé ?;parasitisme mal maîtrisé;8;1
66;1011;Les génisses sont-elles touchées par des pathologies du jeune âge ? (respiratoires;pathologie du jeune âge chez les génisses;5;1
67;1012;Les apports alimentaires sont-ils suffisants durant le premier mois de lactation ? Et pour les primipares ?;apports alimentaires insuffisants durant les 1er mois de lactation;1;1
